"Player","Team","Positions","IP","K","W","SV","ERA","WHIP","ER","H","BB","HR","G","GS","L","CG"
"Justin Lawrence","PIT","RP","63.4","57","3","1","4.55","1.47","32","62","31","6","59","0","4","0"
"Darren McCaughan","MIN","SP,RP","23.5","18","1","0","5.42","1.45","14","26","8","5","6","5","1","0"
"Patrick Corbin","","SP","92.1","71","5","0","5.00","1.46","51","104","30","15","17","17","7","0"
"Jeff Criswell","COL","RP","37.0","39","1","0","5.24","1.54","22","40","17","7","26","0","2","0"
"Roddery Munoz","STL","SP","29.1","25","1","0","4.96","1.45","16","29","14","5","19","2","2","0"
"Anthony Molina","COL","RP","29.7","20","1","0","4.80","1.43","16","33","9","4","25","0","2","0"
"Chris Flexen","CHC","SP","27.8","22","1","0","4.68","1.41","14","30","10","4","19","1","2","0"
"Tanner Gordon","COL","SP","37.7","28","1","0","5.19","1.42","22","43","10","7","28","2","2","0"
"Adam Oller","","SP","34.3","28","1","0","5.51","1.53","21","36","16","6","13","3","3","0"
"Kyle Muller","","RP","52.2","42","2","0","5.10","1.48","30","56","21","9","13","9","3","0"
"Antonio Senzatela","COL","SP","121.3","78","5","0","5.15","1.48","69","142","38","18","32","23","8","0"
"Nick Nastrini","CWS","SP","68.1","59","2","0","5.37","1.54","41","66","39","12","19","12","6","0"
"Richard Lovelady","TOR","RP","28.5","26","2","0","3.71","1.23","12","27","8","3","27","0","2","0"
"Justin Sterner","ATH","RP","39.6","39","2","0","4.30","1.30","19","36","15","6","36","0","2","0"
"Carlos Vargas","SEA","RP","41.5","35","2","0","3.95","1.36","18","40","17","4","40","0","2","0"
"Max Kranick","NYM","RP","38.2","31","2","0","4.40","1.31","19","37","14","6","35","0","1","0"
"Hagen Danner","SEA","RP","23.4","23","1","0","3.89","1.27","10","21","9","3","23","0","1","0"
"Jack Dashwood","LAA","","38.7","35","2","0","4.45","1.34","19","38","14","6","38","0","2","0"
"Sam Hentges","CLE","RP","22.6","23","1","0","3.86","1.29","10","20","9","2","21","0","1","0"
"Yoendrys Gomez","NYY","SP,RP","34.9","33","2","0","4.46","1.35","17","32","15","5","29","0","2","0"
"Francis Pena","SD","","27.7","23","2","0","4.21","1.35","13","27","10","3","27","0","2","0"
"Mike Baumann","","RP","38.3","37","2","0","4.40","1.39","19","35","18","4","33","0","1","0"
"Will Smith","","RP","33.2","29","2","0","4.67","1.34","17","32","12","5","33","0","2","0"
"Austin Adams","BOS","RP","28.5","34","1","0","4.32","1.37","14","24","15","3","29","0","1","0"
"Mason Fluharty","TOR","","21.7","20","1","0","4.12","1.31","10","20","8","3","22","0","1","0"
"Luis Gonzalez","BAL","","33.0","31","1","0","4.41","1.33","16","32","12","5","32","0","1","0"
"Carlos Rodriguez","MIL","SP","25.4","23","1","0","4.40","1.31","12","23","10","4","12","3","2","0"
"Amir Garrett","TOR","RP","27.0","32","1","0","4.37","1.39","13","22","16","4","28","0","1","0"
"Austin Davis","SD","RP","14.6","16","1","0","4.01","1.35","7","12","8","1","14","0","1","0"
"Zach Agnos","COL","","25.3","22","2","0","4.69","1.38","13","26","9","4","25","0","2","0"
"Tyler Zuber","NYM","RP","32.6","32","2","0","4.74","1.40","17","30","15","5","30","0","2","0"
"Michael Flynn","TB","RP","19.6","20","1","0","4.61","1.28","10","18","7","3","17","0","1","0"
"Ethan Small","SF","RP","17.3","17","1","0","4.10","1.36","8","16","8","2","14","0","1","0"
"Logan VanWey","HOU","","21.1","22","1","0","4.18","1.40","10","19","10","3","21","0","1","0"
"Ryan Webb","CLE","SP","22.0","20","1","0","4.21","1.38","10","21","9","3","21","0","1","0"
"Vince Velasquez","CLE","SP","16.6","16","1","0","4.36","1.33","8","16","6","3","12","1","1","0"
"Josh Fleming","SEA","RP","24.0","15","1","0","4.24","1.34","11","25","7","3","10","1","1","0"
"Chasen Shreve","ATL","RP","13.0","13","1","0","4.47","1.30","6","12","5","2","12","0","1","0"
"Anthony Misiewicz","MIN","RP","17.4","16","1","0","4.33","1.36","8","17","6","2","17","0","1","0"
"Jake Bird","COL","RP","52.7","45","2","1","4.55","1.46","27","55","22","6","49","0","3","0"
"Jackson Kowar","SEA","RP","28.3","27","1","0","4.44","1.40","14","27","13","4","26","0","2","0"
"Matt Svanson","STL","","31.3","22","2","0","4.52","1.43","16","33","12","3","31","0","2","0"
"Tyler Jay","MIL","RP","13.5","12","1","0","4.15","1.38","6","13","6","1","9","0","0","0"
"Jordan Balazovic","DET","RP","10.8","10","1","0","4.25","1.34","5","10","4","1","10","0","1","0"
"Drew Pomeranz","SEA","RP","14.8","16","0","0","3.93","1.29","6","13","6","2","14","0","1","0"
"Dany Jimenez","ATL","RP","17.8","19","1","1","4.74","1.40","9","15","10","3","17","0","1","0"
"Burch Smith","PIT","RP","25.3","21","1","0","4.50","1.37","13","25","9","3","22","0","1","0"
"Bradgley Rodriguez","SD","","25.7","24","1","0","4.41","1.42","13","23","13","3","26","0","1","0"
"Luis Patino","SD","RP","15.0","13","1","0","4.43","1.37","7","14","7","2","12","0","1","0"
"Cory Lewis","MIN","","14.0","13","1","0","4.38","1.40","7","14","6","2","13","0","1","0"
"Tyler Matzek","NYY","RP","35.1","33","1","0","4.56","1.41","18","33","17","5","33","0","1","0"
"Braydon Fisher","TOR","RP","21.0","21","1","0","4.34","1.45","10","19","12","3","21","0","1","0"
"Patrick Monteverde","MIA","","33.7","25","2","0","4.78","1.41","18","36","12","5","24","2","2","0"
"Cole Henry","WSH","SP,RP","41.7","36","2","0","4.78","1.43","22","40","20","6","42","0","3","0"
"John Rooney","MIA","SP","28.0","24","1","0","4.39","1.43","14","28","12","3","28","0","2","0"
"Justin King","MIA","","15.0","16","1","0","4.37","1.46","7","13","8","2","15","0","1","0"
"Winston Santos","TEX","SP","14.2","12","1","0","4.52","1.38","7","14","5","3","7","2","2","0"
"Max Rajcic","STL","","10.0","7","1","0","4.67","1.30","5","10","3","1","10","0","1","0"
"Matt Krook","ATH","RP","21.0","21","1","0","4.30","1.48","10","19","12","2","21","0","1","0"
"Nabil Crismatt","PHI","SP,RP","12.6","11","1","0","4.71","1.36","7","13","4","2","11","0","1","0"
"Janson Junk","MIA","SP,RP","19.8","14","1","0","4.59","1.37","10","22","6","3","18","0","1","0"
"Matt Pushard","MIA","","20.8","18","1","0","4.54","1.42","11","21","9","3","21","0","1","0"
"Jonathan Hernandez","TB","RP","24.1","22","1","0","4.46","1.45","12","23","12","3","23","0","1","0"
"Victor Gonzalez","LAA","RP","24.3","19","1","0","4.43","1.43","12","24","11","3","23","0","1","0"
"Eric Lauer","TOR","SP","14.6","14","1","0","4.75","1.41","8","15","6","3","5","0","1","0"
"Andry Lara","WSH","SP","22.2","17","1","0","4.63","1.39","11","23","8","3","21","0","1","0"
"Alex Speas","MIN","RP","14.5","16","1","0","4.43","1.51","7","12","10","1","14","0","1","0"
"Joey Gerber","TB","RP","19.0","18","1","0","4.63","1.44","10","19","9","3","19","0","1","0"
"Andre Granillo","STL","RP","16.9","16","1","0","4.65","1.45","9","16","9","2","17","0","1","0"
"Josh Ekness","MIA","","18.0","17","1","0","4.64","1.45","9","17","9","2","18","0","1","0"
"Allan Winans","NYY","SP,RP","27.0","22","1","0","4.83","1.38","14","27","10","5","15","2","2","0"
"Antonio Jimenez","SF","","26.0","20","1","0","4.51","1.44","13","27","11","3","26","0","1","0"
"John Curtiss","ARI","RP","17.4","13","1","0","4.85","1.38","9","18","6","3","17","0","1","0"
"Jonathan Heasley","CWS","RP","18.7","14","1","0","4.82","1.39","10","20","6","3","17","0","1","0"
"Gabriel Hughes","COL","SP","14.4","12","1","0","4.68","1.46","8","15","6","2","13","0","1","0"
"Ben Heller","CHC","RP","13.4","17","0","0","4.70","1.34","7","12","6","2","11","0","1","0"
"Dane Acker","TEX","SP,RP","10.1","8","1","0","4.96","1.43","6","10","4","2","4","2","1","0"
"Anthony Hoopii-Tuionetoa","CWS","","21.8","19","1","0","4.79","1.43","12","22","9","3","22","0","1","0"
"Jacob Wallace","KC","RP","12.4","11","1","0","4.62","1.51","6","12","7","1","13","0","1","0"
"Dylan Coleman","BAL","RP","21.3","22","1","0","4.55","1.52","11","19","14","3","21","0","1","0"
"Blake Weiman","HOU","RP","8.4","7","0","0","4.35","1.25","4","8","2","1","8","0","0","0"
"Robinson Pina","MIA","SP","11.9","10","1","0","5.29","1.38","7","13","3","2","3","2","1","0"
"Ricky Vanasco","DET","RP","15.8","16","1","0","4.66","1.53","8","14","11","1","16","0","1","0"
"Andrew Wantz","TB","SP,RP","9.9","10","0","0","4.51","1.32","5","9","4","2","7","0","0","0"
"Guillo Zuniga","PHI","RP","19.5","16","1","0","4.91","1.43","11","19","9","3","18","0","1","0"
"Albert Abreu","CIN","RP","13.6","13","1","0","4.88","1.51","7","13","7","2","13","0","1","0"
"Jefry Yan","COL","","15.6","15","1","0","4.67","1.54","8","15","9","2","15","0","1","0"
"Matt Sauer","LAD","RP","28.0","23","1","0","4.82","1.43","15","28","12","4","28","0","1","0"
"Sammy Peralta","","RP","12.2","11","1","0","4.99","1.51","7","12","7","2","8","0","1","0"
"Wilmer Flores","DET","RP","7.7","7","0","0","4.33","1.36","4","8","3","1","8","0","0","0"
"Connor Seabold","TB","SP,RP","8.1","7","0","0","4.71","1.30","4","8","2","1","7","0","0","0"
"Deivi Garcia","MIL","RP","21.8","23","1","0","5.01","1.48","12","20","13","3","18","0","1","0"
"Wikelman Gonzalez","CWS","SP","14.6","13","1","0","5.11","1.49","8","14","8","2","3","3","1","0"
"Chase Solesky","CWS","","15.4","9","1","0","4.94","1.45","8","17","5","3","16","0","1","0"
"Connor Prielipp","MIN","SP","21.0","21","0","0","4.57","1.44","11","20","11","3","21","0","0","0"
"Dietrich Enns","DET","RP","19.5","17","1","0","5.01","1.48","11","21","8","4","18","0","1","0"
"Tommy Doyle","COL","RP","19.2","16","1","0","5.05","1.47","11","20","8","3","19","0","1","0"
"Ryder Ryan","PIT","RP","15.3","12","1","0","5.10","1.49","9","16","7","3","14","0","1","0"
"Ryan Cusick","ATH","SP,RP","16.4","13","1","0","4.96","1.53","9","16","9","2","17","0","1","0"
"Justin Dunn","CWS","SP","9.4","8","0","0","4.70","1.45","5","9","4","2","7","0","1","0"
"Andrew Moore","CIN","RP","28.3","30","1","0","4.86","1.55","15","26","17","4","28","0","2","0"
"Neftali Feliz","SEA","RP","15.0","14","0","0","4.80","1.47","8","15","7","2","15","0","0","0"
"Yerry Rodriguez","","RP","14.7","14","1","0","5.31","1.60","9","15","9","2","14","0","1","0"
"Rodolfo Martinez","BAL","","22.0","21","0","0","4.91","1.45","12","22","10","3","22","0","0","0"
"Chad Kuhl","ATL","RP","10.9","9","0","0","5.03","1.50","6","11","5","2","9","0","0","0"
"Brandon Bielak","ARI","RP","11.3","8","0","0","4.88","1.50","6","12","5","2","8","0","1","0"
"Bryan Shaw","CIN","RP","21.7","18","1","0","5.04","1.56","12","22","12","3","21","0","1","0"
"Seth Johnson","PHI","SP","22.0","18","1","0","5.21","1.52","13","23","11","3","19","1","2","0"
"Juan Mejia","COL","RP","22.0","19","1","0","5.00","1.58","12","23","12","3","22","0","1","0"
"Kai-Wei Teng","SF","SP,RP","16.3","15","1","0","5.32","1.62","10","17","9","2","10","0","1","0"
"Casey Lawrence","SEA","SP","11.7","8","0","0","5.61","1.46","7","13","4","2","10","0","1","0"
"Royber Salinas","ATL","SP","15.0","16","1","0","5.25","1.76","9","13","13","2","14","0","1","0"
"Cole Winn","TEX","RP","13.5","12","0","0","5.35","1.58","8","13","8","2","11","0","1","0"
"David Buchanan","TEX","SP,RP","7.6","4","0","0","6.22","1.59","5","9","3","2","3","1","1","0"
"Evan Justice","COL","RP","34.8","33","2","0","5.29","1.69","20","35","24","4","35","0","2","0"
"Tanner Dodson","ATH","CF,RP","12.4","9","1","0","4.69","1.60","6","13","7","1","13","0","1","0"
